"","Temperature","Wing_Length","fit","se.fit"
"50",-3.85964912280702,1.5,0.183,38.4483037615805
"51",-3.734335839599,1.5,0.183,38.161238185317
"52",-3.60902255639098,1.5,0.183,37.8744452180548
"53",-3.48370927318296,1.5,0.183,37.5879306852129
"54",-3.35839598997494,1.5,0.183,37.3017005803641
"55",-3.23308270676692,1.5,0.183,37.0157610712115
"56",-3.1077694235589,1.5,0.183,36.7301185058131
"57",-2.98245614035088,1.5,0.183,36.4447794190658
"58",-2.85714285714286,1.5,0.183,36.1597505394604
"59",-2.73182957393484,1.5,0.183,35.8750387961212
"60",-2.60651629072682,1.5,0.183,35.5906513261425
"61",-2.4812030075188,1.5,0.183,35.3065954822373
"62",-2.35588972431078,1.5,0.183,35.0228788407115
"63",-2.23057644110276,1.5,0.183,34.7395092097798
"64",-2.10526315789474,1.5,0.183,34.4564946382397
"65",-1.97994987468672,1.5,0.183,34.1738434245204
"66",-1.8546365914787,1.5,0.183,33.891564126124
"67",-1.72932330827068,1.5,0.183,33.6096655694793
"68",-1.60401002506266,1.5,0.183,33.3281568602254
"69",-1.47869674185464,1.5,0.183,33.0470473939494
"70",-1.35338345864662,1.5,0.183,32.766346867396
"71",-1.2280701754386,1.5,0.183,32.4860652901755
"72",-1.10275689223058,1.5,0.183,32.2062129969914
"73",-0.977443609022558,1.5,0.183,31.9268006604148
"74",-0.852130325814537,1.5,0.183,31.6478393042307
"75",-0.726817042606516,1.5,0.183,31.3693403173847
"76",-0.601503759398497,1.5,0.183,31.0913154685592
"77",-0.476190476190476,1.5,0.183,30.813776921409
"78",-0.350877192982457,1.5,0.183,30.5367372504894
"79",-0.225563909774436,1.5,0.183,30.2602094579089
"80",-0.100250626566417,1.5,0.183,29.9842069907428
"81",0.0250626566416035,1.5,0.183,29.7087437592447
"82",0.150375939849624,1.5,0.183,29.4338341558928
"83",0.275689223057643,1.5,0.183,29.1594930753127
"84",0.401002506265664,1.5,0.183,28.8857359351185
"85",0.526315789473683,1.5,0.183,28.612578697716
"86",0.651629072681704,1.5,0.183,28.3400378931134
"87",0.776942355889723,1.5,0.183,28.0681306427883
"88",0.902255639097744,1.5,0.183,27.79687468466
"89",1.02756892230576,1.5,0.183,27.5262883992192
"90",1.15288220551378,1.5,0.183,27.2563908368686
"91",1.2781954887218,1.5,0.183,26.9872017465316
"92",1.40350877192982,1.5,0.183,26.7187416055846
"93",1.52882205513784,1.5,0.183,26.4510316511754
"94",1.65413533834586,1.5,0.183,26.1840939129868
"95",1.77944862155388,1.5,0.183,25.9179512475124
"96",1.9047619047619,1.5,0.183,25.6526273739063
"97",2.03007518796992,1.5,0.183,25.3881469114764
"98",2.15538847117794,1.5,0.183,25.124535418889
"99",2.28070175438596,1.5,0.183,24.8618194351537
"100",2.40601503759398,1.5,0.183,24.6000265224607
"101",2.531328320802,1.5,0.183,24.3391853109399
"102",2.65664160401002,1.5,0.183,24.0793255454149
"103",2.78195488721804,1.5,0.183,23.8204781342224
"104",2.90726817042606,1.5,0.183,23.5626752001676
"105",3.03258145363408,1.5,0.183,23.3059501336848
"106",3.1578947368421,1.5,0.183,23.05033764827
"107",3.28320802005013,1.5,0.183,22.795873838249
"108",3.40852130325814,1.5,0.183,22.5425962389418
"109",3.53383458646617,1.5,0.183,22.2905438892773
"110",3.65914786967418,1.5,0.183,22.0397573969067
"111",3.7844611528822,1.5,0.183,21.790279005856
"112",3.90977443609022,1.5,0.183,21.5421526667495
"113",4.03508771929824,1.5,0.183,21.2954241096224
"114",4.16040100250627,1.5,0.183,21.0501409193299
"115",4.28571428571428,1.5,0.183,20.8063526135441
"116",4.41102756892231,1.5,0.183,20.5641107233098
"117",4.53634085213032,1.5,0.183,20.3234688761136
"118",4.66165413533835,1.5,0.183,20.0844828813935
"119",4.78696741854636,1.5,0.183,19.847210818392
"120",4.91228070175439,1.5,0.183,19.6117131262249
"121",5.03759398496241,1.5,0.183,19.3780526960053
"122",5.16290726817043,1.5,0.183,19.1462949648249
"123",5.28822055137845,1.5,0.183,18.9165080113555
"124",5.41353383458646,1.5,0.183,18.688762652787
"125",5.53884711779449,1.5,0.183,18.4631325427738
"126",5.6641604010025,1.5,0.183,18.2396942700061
"127",5.78947368421053,1.5,0.183,18.018527456968
"128",5.91478696741854,1.5,0.183,17.7997148583862
"129",6.04010025062657,1.5,0.183,17.5833424588069
"130",6.16541353383458,1.5,0.183,17.3694995686727
"131",6.29072681704261,1.5,0.183,17.1582789182045
"132",6.41604010025063,1.5,0.183,16.9497767483223
"133",6.54135338345865,1.5,0.183,16.7440928977866
"134",6.66666666666666,1.5,0.183,16.5413308857073
"135",6.79197994987469,1.5,0.183,16.3415979885975
"136",6.91729323308271,1.5,0.183,16.1450053112881
"137",7.04260651629072,1.5,0.183,15.9516678513615
"138",7.16791979949875,1.5,0.183,15.7617045574104
"139",7.29323308270677,1.5,0.183,15.575238382449
"140",7.41854636591479,1.5,0.183,15.3923963350124
"141",7.5438596491228,1.5,0.183,15.213309530998
"142",7.66917293233083,1.5,0.183,15.0381132468486
"143",7.79448621553885,1.5,0.183,14.8669469654094
"144",7.91979949874687,1.5,0.183,14.6999543866929
"145",8.04511278195488,1.5,0.183,14.5372836287876
"146",8.17042606516291,1.5,0.183,14.379099209854
"147",8.29573934837093,1.5,0.183,14.2255802112188
"148",8.42105263157895,1.5,0.183,14.0768965921524
"149",8.54636591478697,1.5,0.183,13.9332060468302
"150",8.67167919799499,1.5,0.183,13.7946525575479
"151",8.79699248120301,1.5,0.183,13.6613650055971
"152",8.92230576441102,1.5,0.183,13.5334558676241
"153",9.04761904761905,1.5,0.183,13.4110200073795
"154",9.17293233082707,1.5,0.183,13.2941335676545
"155",9.29824561403509,1.5,0.183,13.1828529688194
"156",9.42355889724311,1.5,0.183,13.0772140235223
"157",9.54887218045113,1.5,0.183,12.9772311793774
"158",9.67418546365915,1.5,0.183,12.8828969022736
"159",9.79949874686717,1.5,0.183,12.7941812124047
"160",9.92481203007519,1.5,0.183,12.7110313835759
"161",10.0501253132832,1.5,0.183,12.6333718140435
"162",10.1754385964912,1.5,0.183,12.561104074331
"163",10.3007518796992,1.5,0.183,12.4941071342998
"164",10.4260651629073,1.5,0.183,12.4322377684067
"165",10.5513784461153,1.5,0.183,12.3753311346949
"166",10.6766917293233,1.5,0.183,12.3232015197771
"167",10.8020050125313,1.5,0.183,12.2756432390171
"168",10.9273182957393,1.5,0.183,12.2324316784054
"169",11.0526315789474,1.5,0.183,12.193324462359
"170",11.1779448621554,1.5,0.183,12.1580627299225
"171",11.3032581453634,1.5,0.183,12.1263725006563
"172",11.4285714285714,1.5,0.183,12.0979661108872
"173",11.5538847117794,1.5,0.183,12.0725437009493
"174",11.6791979949875,1.5,0.183,12.0497947345427
"175",11.8045112781955,1.5,0.183,12.0293995323127
"176",11.9298245614035,1.5,0.183,12.0110308031468
"177",12.0551378446115,1.5,0.183,11.9943551584244
"178",12.1804511278195,1.5,0.183,11.9790345964425
"179",12.3057644110276,1.5,0.183,11.9647279464172
"180",12.4310776942356,1.5,0.183,11.9510922637428
"181",12.5563909774436,1.5,0.183,11.9377841705292
"182",12.6817042606516,1.5,0.183,11.9244611377894
"183",12.8070175438596,1.5,0.183,11.9107827080054
"184",12.9323308270677,1.5,0.183,11.8964116591776
"185",13.0576441102757,1.5,0.183,11.8810151139247
"186",13.1829573934837,1.5,0.183,11.8642655998732
"187",13.3082706766917,1.5,0.183,11.8458420706675
"188",13.4335839598997,1.5,0.183,11.8254309007643
"189",13.5588972431078,1.5,0.183,11.8027268722393
"190",13.6842105263158,1.5,0.183,11.7774341788261
"191",13.8095238095238,1.5,0.183,11.7492674822181
"192",13.9348370927318,1.5,0.183,11.7179530693532
"193",14.0601503759398,1.5,0.183,11.6832301777607
"194",14.1854636591479,1.5,0.183,11.6448525787775
"195",14.3107769423559,1.5,0.183,11.6025905322307
"196",14.4360902255639,1.5,0.183,11.5562332418474
"197",14.5614035087719,1.5,0.183,11.5055919300522
"198",14.6867167919799,1.5,0.183,11.4505035877669
"199",14.812030075188,1.5,0.183,11.3908353173721
"200",14.937343358396,1.5,0.183,11.3264889861511
"201",15.062656641604,1.5,0.183,11.2574129404099
"202",15.187969924812,1.5,0.183,11.1837626421789
"203",15.31328320802,1.5,0.183,11.1058932342613
"204",15.4385964912281,1.5,0.183,11.0241938614705
"205",15.5639097744361,1.5,0.183,10.9390755822577
"206",15.6892230576441,1.5,0.183,10.850966240255
"207",15.8145363408521,1.5,0.183,10.7603054797528
"208",15.9398496240601,1.5,0.183,10.6675401872149
"209",16.0651629072682,1.5,0.183,10.573120442779
"210",16.1904761904762,1.5,0.183,10.477495931903
"211",16.3157894736842,1.5,0.183,10.3811127082288
"212",16.4411027568922,1.5,0.183,10.2844101921441
"213",16.5664160401003,1.5,0.183,10.1878183093057
"214",16.6917293233083,1.5,0.183,10.0917547015747
"215",16.8170426065163,1.5,0.183,9.99662197031498
"216",16.9423558897243,1.5,0.183,9.90280493551243
"217",17.0676691729323,1.5,0.183,9.81066791327067
"218",17.1929824561403,1.5,0.183,9.72055202951887
"219",17.3182957393484,1.5,0.183,9.63277259999337
"220",17.4436090225564,1.5,0.183,9.54761661628737
"221",17.5689223057644,1.5,0.183,9.4653403853208
"222",17.6942355889724,1.5,0.183,9.38616737507035
"223",17.8195488721804,1.5,0.183,9.31028632278648
"224",17.9448621553885,1.5,0.183,9.23784966312222
"225",18.0701754385965,1.5,0.183,9.16897233253497
"226",18.1954887218045,1.5,0.183,9.1037310029961
"227",18.3208020050125,1.5,0.183,9.04216379257762
"228",18.4461152882206,1.5,0.183,8.98427049315639
"229",18.5714285714286,1.5,0.183,8.9300133467399
"230",18.6967418546366,1.5,0.183,8.87931839241463
"231",18.8220551378446,1.5,0.183,8.83207739647716
"232",18.9473684210526,1.5,0.183,8.78815036994144
"233",19.0726817042606,1.5,0.183,8.74736867148392
"234",19.1979949874687,1.5,0.183,8.70953869122522
"235",19.3233082706767,1.5,0.183,8.67444611263668
"236",19.4486215538847,1.5,0.183,8.64186075681468
"237",19.5739348370927,1.5,0.183,8.61154202467336
"238",19.6992481203008,1.5,0.183,8.58324496414936
"239",19.8245614035088,1.5,0.183,8.55672696810229
"240",19.9498746867168,1.5,0.183,8.53175469564482
"241",20.0751879699248,1.5,0.183,8.5081106639054
"242",20.2005012531328,1.5,0.183,8.48568637408039
"243",20.3258145363409,1.5,0.183,8.4644680013896
"244",20.4511278195489,1.5,0.183,8.44446812325843
"245",20.5764411027569,1.5,0.183,8.42572177018526
"246",20.7017543859649,1.5,0.183,8.40827993907347
"247",20.8270676691729,1.5,0.183,8.39220320263499
"248",20.9523809523809,1.5,0.183,8.37755576295339
"249",21.077694235589,1.5,0.183,8.36440001127302
"250",21.203007518797,1.5,0.183,8.35279161309876
"251",21.328320802005,1.5,0.183,8.34277512651336
"252",21.453634085213,1.5,0.183,8.33438015812757
"253",21.5789473684211,1.5,0.183,8.32761806065349
"254",21.7042606516291,1.5,0.183,8.32247917629314
"255",21.8295739348371,1.5,0.183,8.31893062957481
"256",21.9548872180451,1.5,0.183,8.31691467141637
"257",22.0802005012531,1.5,0.183,8.3163475730629
"258",22.2055137844612,1.5,0.183,8.31711906444168
"259",22.3308270676692,1.5,0.183,8.31909230683735
"260",22.4561403508772,1.5,0.183,8.32210438508785
"261",22.5814536340852,1.5,0.183,8.3259673001975
"262",22.7067669172932,1.5,0.183,8.33046943976722
"263",22.8320802005013,1.5,0.183,8.33537750129918
"264",22.9573934837093,1.5,0.183,8.34043884250356
"265",23.0827067669173,1.5,0.183,8.34538423339663
"266",23.2080200501253,1.5,0.183,8.34993098732233
"267",23.3333333333333,1.5,0.183,8.3537864520694
"268",23.4586466165414,1.5,0.183,8.35665184794395
"269",23.5839598997494,1.5,0.183,8.35822644689778
"270",23.7092731829574,1.5,0.183,8.35821209548181
"271",23.8345864661654,1.5,0.183,8.35631809435725
"272",23.9598997493734,1.5,0.183,8.35226645823691
"273",24.0852130325814,1.5,0.183,8.34579759236081
"274",24.2105263157895,1.5,0.183,8.33667643492779
"275",24.3358395989975,1.5,0.183,8.32469912941349
"276",24.4611528822055,1.5,0.183,8.30970030663886
"277",24.5864661654135,1.5,0.183,8.29156107392887
"278",24.7117794486215,1.5,0.183,8.27021782618136
"279",24.8370927318296,1.5,0.183,8.24567200178167
"280",24.9624060150376,1.5,0.183,8.2180008741163
"281",25.0877192982456,1.5,0.183,8.18739796661321
"282",25.2130325814536,1.5,0.183,8.15442502694839
"283",25.3383458646617,1.5,0.183,8.11980825344518
"284",25.4636591478697,1.5,0.183,8.08422156380595
"285",25.5889724310777,1.5,0.183,8.04826261946016
"286",25.7142857142857,1.5,0.183,8.01243546326602
"287",25.8395989974937,1.5,0.183,7.97713762860728
"288",25.9649122807018,1.5,0.183,7.94265198580459
"289",26.0902255639098,1.5,0.183,7.90914362382478
"290",26.2155388471178,1.5,0.183,7.87666205812881
"291",26.3408521303258,1.5,0.183,7.84514901318834
"292",26.4661654135338,1.5,0.183,7.81445196910692
"293",26.5914786967419,1.5,0.183,7.78434360365294
"294",26.7167919799499,1.5,0.183,7.75454721677339
"295",26.8421052631579,1.5,0.183,7.72476820124421
"296",26.9674185463659,1.5,0.183,7.69473162315126
"297",27.0927318295739,1.5,0.183,7.66425920315137
"298",27.218045112782,1.5,0.183,7.63356802639011
"299",27.34335839599,1.5,0.183,7.60309988435225
"300",27.468671679198,1.5,0.183,7.57331346378756
"301",27.593984962406,1.5,0.183,7.54464044100075
"302",27.719298245614,1.5,0.183,7.51745054773374
"303",27.844611528822,1.5,0.183,7.49202458391217
"304",27.9699248120301,1.5,0.183,7.4685358583838
"305",28.0952380952381,1.5,0.183,7.44704050868951
"306",28.2205513784461,1.5,0.183,7.42747706677792
"307",28.3458646616541,1.5,0.183,7.40967552430711
"308",28.4711779448622,1.5,0.183,7.39337603909609
"309",28.5964912280702,1.5,0.183,7.37825734504187
"310",28.7218045112782,1.5,0.183,7.36397490232831
"311",28.8471177944862,1.5,0.183,7.35020883762725
"312",28.9724310776942,1.5,0.183,7.33672169455119
"313",29.0977443609023,1.5,0.183,7.32346939747088
"314",29.2230576441103,1.5,0.183,7.31090781392553
"315",29.3483709273183,1.5,0.183,7.29963927712668
"316",29.4736842105263,1.5,0.183,7.29011877516332
"317",29.5989974937343,1.5,0.183,7.28257487072486
"318",29.7243107769424,1.5,0.183,7.27696281056453
"319",29.8496240601504,1.5,0.183,7.27294964654248
"320",29.9749373433584,1.5,0.183,7.26993061104351
"321",30.1002506265664,1.5,0.183,7.26711402313021
"322",30.2255639097744,1.5,0.183,7.26397446915576
"323",30.3508771929825,1.5,0.183,7.26024724618263
"324",30.4761904761905,1.5,0.183,7.25580152445231
"325",30.6015037593985,1.5,0.183,7.25062093383986
"326",30.7268170426065,1.5,0.183,7.24478283621424
"327",30.8521303258145,1.5,0.183,7.2384394505629
"328",30.9774436090226,1.5,0.183,7.23180083205128
"329",31.1027568922306,1.5,0.183,7.22511955936544
"330",31.2280701754386,1.5,0.183,7.2186770390213
"331",31.3533834586466,1.5,0.183,7.21277138303651
"332",31.4786967418546,1.5,0.183,7.20770684901045
"333",31.6040100250627,1.5,0.183,7.20378485571521
"334",31.7293233082707,1.5,0.183,7.2012966054563
"335",31.8546365914787,1.5,0.183,7.20051735683257
"336",31.9799498746867,1.5,0.183,7.20170239750771
"337",32.1052631578947,1.5,0.183,7.20508476577553
"338",32.2305764411028,1.5,0.183,7.21087476213113
"339",32.3558897243108,1.5,0.183,7.21926127835754
"340",32.4812030075188,1.5,0.183,7.23041495285356
"341",32.6065162907268,1.5,0.183,7.24449313837229
"342",32.7318295739348,1.5,0.183,7.26164664335462
"343",32.8571428571429,1.5,0.183,7.28202818175915
"344",32.9824561403509,1.5,0.183,7.30580243938845
"345",33.1077694235589,1.5,0.183,7.33315763721112
"346",33.2330827067669,1.5,0.183,7.36431844327711
"347",33.3583959899749,1.5,0.183,7.39956005277235
"348",33.483709273183,1.5,0.183,7.43922321780134
"349",33.609022556391,1.5,0.183,7.48372996093312
"350",33.734335839599,1.5,0.183,7.53359964528856
"351",33.859649122807,1.5,0.183,7.58946499596876
"352",33.984962406015,1.5,0.183,7.65208757387516
"353",34.1102756892231,1.5,0.183,7.7224230895922
"354",34.2355889724311,1.5,0.183,7.80178506418481
"355",34.3609022556391,1.5,0.183,7.89143368557539
"356",34.4862155388471,1.5,0.183,7.99237186328764
"357",34.6115288220551,1.5,0.183,8.10529412132068
"358",34.7368421052632,1.5,0.183,8.23055376420137
"359",34.8621553884712,1.5,0.183,8.3681487799655
"360",34.9874686716792,1.5,0.183,8.51772647519359
"361",35.1127819548872,1.5,0.183,8.67864438441981
"362",35.2380952380952,1.5,0.183,8.8502557105781
"363",35.3634085213033,1.5,0.183,9.03196287425424
"364",35.4887218045113,1.5,0.183,9.22318247900328
"365",35.6140350877193,1.5,0.183,9.42334828922726
"366",35.7393483709273,1.5,0.183,9.63191454155893
"367",35.8646616541353,1.5,0.183,9.8483586534357
"368",35.9899749373434,1.5,0.183,10.0721831050414
"369",36.1152882205514,1.5,0.183,10.3029165535126
"370",36.2406015037594,1.5,0.183,10.5401143028488
"371",36.3659147869674,1.5,0.183,10.7833582560009
"372",36.4912280701754,1.5,0.183,11.0322564638731
"373",36.6165413533835,1.5,0.183,11.2864423708599
"374",36.7418546365915,1.5,0.183,11.545573841105
"375",36.8671679197995,1.5,0.183,11.809332035043
"376",36.9924812030075,1.5,0.183,12.0774201925109
"377",37.1177944862155,1.5,0.183,12.3495623670448
"378",37.2431077694236,1.5,0.183,12.6255021459787
"379",37.3684210526316,1.5,0.183,12.9050013825748
"380",37.4937343358396,1.5,0.183,13.1878389595118
"381",37.6190476190476,1.5,0.183,13.4738095974695
"382",37.7443609022556,1.5,0.183,13.7627227180963
"383",37.8696741854637,1.5,0.183,14.0544013671557
"384",37.9949874686717,1.5,0.183,14.3486812009528
"385",38.1203007518797,1.5,0.183,14.6454095371026
"386",38.2456140350877,1.5,0.183,14.944444469186
"387",38.3709273182957,1.5,0.183,15.245654043743
"388",38.4962406015038,1.5,0.183,15.5489154972891
"389",38.6215538847118,1.5,0.183,15.8541145505324
"390",38.7468671679198,1.5,0.183,16.1611447566573
"391",38.8721804511278,1.5,0.183,16.4699069003791
"392",38.9974937343358,1.5,0.183,16.7803084444254
"393",39.1228070175439,1.5,0.183,17.0922630201289
"394",39.2481203007519,1.5,0.183,17.4056899589071
"395",39.3734335839599,1.5,0.183,17.7205138615311
"396",39.4987468671679,1.5,0.183,18.0366642022416
"397",39.6240601503759,1.5,0.183,18.3540749649374
"398",39.749373433584,1.5,0.183,18.6726843088413
"399",39.874686716792,1.5,0.183,18.9924342612233
"400",40,1.5,0.183,19.3132704349386
"401",-10,1.50501253132832,0.183,52.7514724947073
"402",-9.87468671679198,1.50501253132832,0.183,52.4557774073657
"403",-9.74937343358396,1.50501253132832,0.183,52.1601952743444
"404",-9.62406015037594,1.50501253132832,0.183,51.8647278425041
"405",-9.49874686716792,1.50501253132832,0.183,51.569376896312
"406",-9.3734335839599,1.50501253132832,0.183,51.2741442588629
"407",-9.24812030075188,1.50501253132832,0.183,50.9790317929333
"408",-9.12280701754386,1.50501253132832,0.183,50.6840414020705
"409",-8.99749373433584,1.50501253132832,0.183,50.3891750317169
"410",-8.87218045112782,1.50501253132832,0.183,50.0944346703716
"411",-8.7468671679198,1.50501253132832,0.183,49.7998223507903
"412",-8.62155388471178,1.50501253132832,0.183,49.5053401512253
"413",-8.49624060150376,1.50501253132832,0.183,49.2109901967068
"414",-8.37092731829574,1.50501253132832,0.183,48.9167746603672
"415",-8.24561403508772,1.50501253132832,0.183,48.6226957648108
"416",-8.1203007518797,1.50501253132832,0.183,48.3287557835288
"417",-7.99498746867168,1.50501253132832,0.183,48.0349570423636
"418",-7.86967418546366,1.50501253132832,0.183,47.7413019210231
"419",-7.74436090225564,1.50501253132832,0.183,47.4477928546464
"420",-7.61904761904762,1.50501253132832,0.183,47.1544323354249
"421",-7.4937343358396,1.50501253132832,0.183,46.8612229142791
"422",-7.36842105263158,1.50501253132832,0.183,46.5681672025939
"423",-7.24310776942356,1.50501253132832,0.183,46.2752678740154
"424",-7.11779448621554,1.50501253132832,0.183,45.982527666311
"425",-6.99248120300752,1.50501253132832,0.183,45.6899493832956
"426",-6.8671679197995,1.50501253132832,0.183,45.3975358968259
"427",-6.74185463659148,1.50501253132832,0.183,45.1052901488674
"428",-6.61654135338346,1.50501253132832,0.183,44.8132151536352
"429",-6.49122807017544,1.50501253132832,0.183,44.521313999812
"430",-6.36591478696742,1.50501253132832,0.183,44.2295898528479
"431",-6.2406015037594,1.50501253132832,0.183,43.9380459573435
"432",-6.11528822055138,1.50501253132832,0.183,43.646685639521
"433",-5.98997493734336,1.50501253132832,0.183,43.3555123097868
"434",-5.86466165413534,1.50501253132832,0.183,43.0645294653891
"435",-5.73934837092732,1.50501253132832,0.183,42.7737406931751
"436",-5.6140350877193,1.50501253132832,0.183,42.4831496724508
"437",-5.48872180451128,1.50501253132832,0.183,42.1927601779505
"438",-5.36340852130326,1.50501253132832,0.183,41.9025760829167
"439",-5.23809523809524,1.50501253132832,0.183,41.6126013622995
"440",-5.11278195488722,1.50501253132832,0.183,41.322840096077
"441",-4.9874686716792,1.50501253132832,0.183,41.0332964727044
"442",-4.86215538847118,1.50501253132832,0.183,40.7439747926966
"443",-4.73684210526316,1.50501253132832,0.183,40.4548794723497
"444",-4.61152882205514,1.50501253132832,0.183,40.1660150476084
"445",-4.48621553884712,1.50501253132832,0.183,39.8773861780853
"446",-4.3609022556391,1.50501253132832,0.183,39.5889976512389
"447",-4.23558897243108,1.50501253132832,0.183,39.3008543867175
"448",-4.11027568922306,1.50501253132832,0.183,39.0129614408761
"449",-3.98496240601504,1.50501253132832,0.183,38.725324011475
"450",-3.85964912280702,1.50501253132832,0.183,38.4379474425671
"451",-3.734335839599,1.50501253132832,0.183,38.1508372295837
"452",-3.60902255639098,1.50501253132832,0.183,37.8639990246267
"453",-3.48370927318296,1.50501253132832,0.183,37.5774386419772
"454",-3.35839598997494,1.50501253132832,0.183,37.2911620638315
"455",-3.23308270676692,1.50501253132832,0.183,37.0051754462725
"456",-3.1077694235589,1.50501253132832,0.183,36.7194851254899
"457",-2.98245614035088,1.50501253132832,0.183,36.4340976242596
"458",-2.85714285714286,1.50501253132832,0.183,36.1490196586941
"459",-2.73182957393484,1.50501253132832,0.183,35.8642581452777
"460",-2.60651629072682,1.50501253132832,0.183,35.5798202081984
"461",-2.4812030075188,1.50501253132832,0.183,35.2957131869923
"462",-2.35588972431078,1.50501253132832,0.183,35.0119446445137
"463",-2.23057644110276,1.50501253132832,0.183,34.7285223752467
"464",-2.10526315789474,1.50501253132832,0.183,34.4454544139754
"465",-1.97994987468672,1.50501253132832,0.183,34.1627490448291
"466",-1.8546365914787,1.50501253132832,0.183,33.8804148107198
"467",-1.72932330827068,1.50501253132832,0.183,33.5984605231927
"468",-1.60401002506266,1.50501253132832,0.183,33.3168952727073
"469",-1.47869674185464,1.50501253132832,0.183,33.0357284393716
"470",-1.35338345864662,1.50501253132832,0.183,32.7549697041504
"471",-1.2280701754386,1.50501253132832,0.183,32.4746290605707
"472",-1.10275689223058,1.50501253132832,0.183,32.1947168269485
"473",-0.977443609022558,1.50501253132832,0.183,31.9152436591621
"474",-0.852130325814537,1.50501253132832,0.183,31.6362205639985
"475",-0.726817042606516,1.50501253132832,0.183,31.3576589131006
"476",-0.601503759398497,1.50501253132832,0.183,31.0795704575444
"477",-0.476190476190476,1.50501253132832,0.183,30.8019673430774
"478",-0.350877192982457,1.50501253132832,0.183,30.5248621260493
"479",-0.225563909774436,1.50501253132832,0.183,30.2482677900692
"480",-0.100250626566417,1.50501253132832,0.183,29.9721977634249
"481",0.0250626566416035,1.50501253132832,0.183,29.6966659373006
"482",0.150375939849624,1.50501253132832,0.183,29.4216866848314
"483",0.275689223057643,1.50501253132832,0.183,29.1472748810368
"484",0.401002506265664,1.50501253132832,0.183,28.8734459236725
"485",0.526315789473683,1.50501253132832,0.183,28.6002157550473
"486",0.651629072681704,1.50501253132832,0.183,28.32760088485
"487",0.776942355889723,1.50501253132832,0.183,28.0556184140338
"488",0.902255639097744,1.50501253132832,0.183,27.7842860598098
"489",1.02756892230576,1.50501253132832,0.183,27.5136221818003
"490",1.15288220551378,1.50501253132832,0.183,27.2436458094058
"491",1.2781954887218,1.50501253132832,0.183,26.974376670444
"492",1.40350877192982,1.50501253132832,0.183,26.7058352211161
"493",1.52882205513784,1.50501253132832,0.183,26.4380426773627
"494",1.65413533834586,1.50501253132832,0.183,26.1710210476714
"495",1.77944862155388,1.50501253132832,0.183,25.9047931673983
"496",1.9047619047619,1.50501253132832,0.183,25.6393827346716
"497",2.03007518796992,1.50501253132832,0.183,25.3748143479439
"498",2.15538847117794,1.50501253132832,0.183,25.1111135452612
"499",2.28070175438596,1.50501253132832,0.183,24.8483068453207
